"env_step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.41064453125","0.41064453125","0.41064453125"
"12288","3","3","3","0.430908203125","0.430908203125","0.430908203125"
"16384","4","4","4","0.4462890625","0.4462890625","0.4462890625"
"20480","5","5","5","0.407470703125","0.407470703125","0.407470703125"
"24576","6","6","6","0.450439453125","0.450439453125","0.450439453125"
"28672","7","7","7","0.4365234375","0.4365234375","0.4365234375"
"32768","8","8","8","0.42529296875","0.42529296875","0.42529296875"
"36864","9","9","9","0.392333984375","0.392333984375","0.392333984375"
"40960","10","10","10","0.4580078125","0.4580078125","0.4580078125"
"45056","11","11","11","0.4443359375","0.4443359375","0.4443359375"
"49152","12","12","12","0.427734375","0.427734375","0.427734375"
"53248","13","13","13","0.421142578125","0.421142578125","0.421142578125"
"57344","14","14","14","0.520263671875","0.520263671875","0.520263671875"
"61440","15","15","15","0.436279296875","0.436279296875","0.436279296875"
"65536","16","16","16","0.462890625","0.462890625","0.462890625"
"69632","17","17","17","0.4990234375","0.4990234375","0.4990234375"
"73728","18","18","18","0.496826171875","0.496826171875","0.496826171875"
"77824","19","19","19","0.419921875","0.419921875","0.419921875"
"81920","20","20","20","0.45166015625","0.45166015625","0.45166015625"
"86016","21","21","21","0.456298828125","0.456298828125","0.456298828125"
"90112","22","22","22","0.420166015625","0.420166015625","0.420166015625"
"94208","23","23","23","0.45458984375","0.45458984375","0.45458984375"
"98304","24","24","24","0.42724609375","0.42724609375","0.42724609375"
"102400","25","25","25","0.511474609375","0.511474609375","0.511474609375"
"106496","26","26","26","0.40380859375","0.40380859375","0.40380859375"
"110592","27","27","27","0.438720703125","0.438720703125","0.438720703125"
"114688","28","28","28","0.4736328125","0.4736328125","0.4736328125"
"118784","29","29","29","0.446044921875","0.446044921875","0.446044921875"
"122880","30","30","30","0.452880859375","0.452880859375","0.452880859375"
"126976","31","31","31","0.5556640625","0.5556640625","0.5556640625"
"131072","32","32","32","0.50146484375","0.50146484375","0.50146484375"
"135168","33","33","33","0.530029296875","0.530029296875","0.530029296875"
"139264","34","34","34","0.51025390625","0.51025390625","0.51025390625"
"143360","35","35","35","0.5517578125","0.5517578125","0.5517578125"
"147456","36","36","36","0.5556640625","0.5556640625","0.5556640625"
"151552","37","37","37","0.509033203125","0.509033203125","0.509033203125"
"155648","38","38","38","0.544189453125","0.544189453125","0.544189453125"
"159744","39","39","39","0.464599609375","0.464599609375","0.464599609375"
"163840","40","40","40","0.544189453125","0.544189453125","0.544189453125"
"167936","41","41","41","0.5166015625","0.5166015625","0.5166015625"
"172032","42","42","42","0.614501953125","0.614501953125","0.614501953125"
"176128","43","43","43","0.508544921875","0.508544921875","0.508544921875"
"180224","44","44","44","0.533935546875","0.533935546875","0.533935546875"
"184320","45","45","45","0.548095703125","0.548095703125","0.548095703125"
"188416","46","46","46","0.53076171875","0.53076171875","0.53076171875"
"192512","47","47","47","0.47021484375","0.47021484375","0.47021484375"
"196608","48","48","48","0.559326171875","0.559326171875","0.559326171875"
"200704","49","49","49","0.508056640625","0.508056640625","0.508056640625"
"204800","50","50","50","0.5419921875","0.5419921875","0.5419921875"
"208896","51","51","51","0.51513671875","0.51513671875","0.51513671875"
"212992","52","52","52","0.5634765625","0.5634765625","0.5634765625"
"217088","53","53","53","0.501708984375","0.501708984375","0.501708984375"
"221184","54","54","54","0.553955078125","0.553955078125","0.553955078125"
"225280","55","55","55","0.516845703125","0.516845703125","0.516845703125"
"229376","56","56","56","0.623291015625","0.623291015625","0.623291015625"
"233472","57","57","57","0.66162109375","0.66162109375","0.66162109375"
"237568","58","58","58","0.65869140625","0.65869140625","0.65869140625"
"241664","59","59","59","0.582763671875","0.582763671875","0.582763671875"
"245760","60","60","60","0.493896484375","0.493896484375","0.493896484375"
"249856","61","61","61","0.577880859375","0.577880859375","0.577880859375"
"253952","62","62","62","0.684326171875","0.684326171875","0.684326171875"
"258048","63","63","63","0.65185546875","0.65185546875","0.65185546875"
"262144","64","64","64","0.593994140625","0.593994140625","0.593994140625"
"266240","65","65","65","0.601806640625","0.601806640625","0.601806640625"
