"env_step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.41064453125","0.41064453125","0.41064453125"
"12288","3","3","3","0.430908203125","0.430908203125","0.430908203125"
"16384","4","4","4","0.4462890625","0.4462890625","0.4462890625"
"20480","5","5","5","0.407470703125","0.407470703125","0.407470703125"
"24576","6","6","6","0.451904296875","0.451904296875","0.451904296875"
"28672","7","7","7","0.43505859375","0.43505859375","0.43505859375"
"32768","8","8","8","0.43310546875","0.43310546875","0.43310546875"
"36864","9","9","9","0.402099609375","0.402099609375","0.402099609375"
"40960","10","10","10","0.47265625","0.47265625","0.47265625"
"45056","11","11","11","0.464599609375","0.464599609375","0.464599609375"
"49152","12","12","12","0.4375","0.4375","0.4375"
"53248","13","13","13","0.423583984375","0.423583984375","0.423583984375"
"57344","14","14","14","0.498046875","0.498046875","0.498046875"
"61440","15","15","15","0.443115234375","0.443115234375","0.443115234375"
"65536","16","16","16","0.46044921875","0.46044921875","0.46044921875"
"69632","17","17","17","0.4931640625","0.4931640625","0.4931640625"
"73728","18","18","18","0.479248046875","0.479248046875","0.479248046875"
"77824","19","19","19","0.400390625","0.400390625","0.400390625"
"81920","20","20","20","0.432373046875","0.432373046875","0.432373046875"
"86016","21","21","21","0.4404296875","0.4404296875","0.4404296875"
"90112","22","22","22","0.402099609375","0.402099609375","0.402099609375"
"94208","23","23","23","0.469482421875","0.469482421875","0.469482421875"
"98304","24","24","24","0.470703125","0.470703125","0.470703125"
"102400","25","25","25","0.48095703125","0.48095703125","0.48095703125"
"106496","26","26","26","0.43701171875","0.43701171875","0.43701171875"
"110592","27","27","27","0.4423828125","0.4423828125","0.4423828125"
"114688","28","28","28","0.4951171875","0.4951171875","0.4951171875"
"118784","29","29","29","0.461669921875","0.461669921875","0.461669921875"
"122880","30","30","30","0.427978515625","0.427978515625","0.427978515625"
"126976","31","31","31","0.5849609375","0.5849609375","0.5849609375"
"131072","32","32","32","0.507568359375","0.507568359375","0.507568359375"
"135168","33","33","33","0.484375","0.484375","0.484375"
"139264","34","34","34","0.45849609375","0.45849609375","0.45849609375"
"143360","35","35","35","0.484130859375","0.484130859375","0.484130859375"
"147456","36","36","36","0.489501953125","0.489501953125","0.489501953125"
"151552","37","37","37","0.510498046875","0.510498046875","0.510498046875"
"155648","38","38","38","0.6181640625","0.6181640625","0.6181640625"
"159744","39","39","39","0.4794921875","0.4794921875","0.4794921875"
"163840","40","40","40","0.561279296875","0.561279296875","0.561279296875"
"167936","41","41","41","0.535400390625","0.535400390625","0.535400390625"
"172032","42","42","42","0.53759765625","0.53759765625","0.53759765625"
"176128","43","43","43","0.503173828125","0.503173828125","0.503173828125"
"180224","44","44","44","0.50146484375","0.50146484375","0.50146484375"
"184320","45","45","45","0.493896484375","0.493896484375","0.493896484375"
"188416","46","46","46","0.52734375","0.52734375","0.52734375"
"192512","47","47","47","0.471435546875","0.471435546875","0.471435546875"
"196608","48","48","48","0.58056640625","0.58056640625","0.58056640625"
"200704","49","49","49","0.545166015625","0.545166015625","0.545166015625"
"204800","50","50","50","0.55517578125","0.55517578125","0.55517578125"
"208896","51","51","51","0.580078125","0.580078125","0.580078125"
"212992","52","52","52","0.5712890625","0.5712890625","0.5712890625"
"217088","53","53","53","0.593017578125","0.593017578125","0.593017578125"
"221184","54","54","54","0.60205078125","0.60205078125","0.60205078125"
"225280","55","55","55","0.533203125","0.533203125","0.533203125"
"229376","56","56","56","0.677490234375","0.677490234375","0.677490234375"
"233472","57","57","57","0.62451171875","0.62451171875","0.62451171875"
"237568","58","58","58","0.61962890625","0.61962890625","0.61962890625"
"241664","59","59","59","0.57080078125","0.57080078125","0.57080078125"
"245760","60","60","60","0.518310546875","0.518310546875","0.518310546875"
"249856","61","61","61","0.53857421875","0.53857421875","0.53857421875"
"253952","62","62","62","0.59765625","0.59765625","0.59765625"
"258048","63","63","63","0.646240234375","0.646240234375","0.646240234375"
"262144","64","64","64","0.65283203125","0.65283203125","0.65283203125"
"266240","65","65","65","0.58154296875","0.58154296875","0.58154296875"
"270336","66","66","66","0.567626953125","0.567626953125","0.567626953125"
