env_step,pqn_Asterix-MinAtar - returned_episode_returns
4096,0.0
8192,0.012939453125
12288,0.157470703125
16384,0.35693359375
20480,0.40283203125
24576,0.536376953125
28672,0.532470703125
32768,0.552001953125
36864,0.598876953125
40960,0.649169921875
45056,0.66650390625
49152,0.59716796875
53248,0.4990234375
57344,0.4775390625
61440,0.488037109375
65536,0.500732421875
69632,0.608154296875
73728,0.549072265625
77824,0.408935546875
81920,0.4150390625
86016,0.4560546875
90112,0.3623046875
94208,0.43896484375
98304,0.477294921875
102400,0.43701171875
106496,0.44091796875
110592,0.47021484375
114688,0.440673828125
118784,0.496337890625
122880,0.530517578125
126976,0.5185546875
131072,0.518310546875
135168,0.5
139264,0.4853515625
143360,0.48974609375
147456,0.561279296875
151552,0.54296875
155648,0.468994140625
159744,0.48193359375
163840,0.636962890625
167936,0.574462890625
172032,0.51513671875
176128,0.536376953125
180224,0.61962890625
184320,0.65478515625
188416,0.57080078125
192512,0.53515625
196608,0.512939453125
200704,0.4169921875
204800,0.544921875
208896,0.472412109375
212992,0.38671875
217088,0.42578125
221184,0.522705078125
225280,0.505615234375
229376,0.673828125
233472,0.64990234375
237568,0.70654296875
241664,0.62646484375
245760,0.501953125
249856,0.388916015625
253952,0.44482421875
258048,0.501953125
262144,0.5546875
266240,0.686767578125
270336,0.691650390625
274432,0.66455078125
278528,0.595947265625
282624,0.61279296875
286720,0.639892578125
290816,0.655029296875
294912,0.61474609375
299008,0.569091796875
303104,0.497314453125
307200,0.4853515625
311296,0.503173828125
315392,0.5537109375
319488,0.63720703125
323584,0.58544921875
327680,0.57470703125
331776,0.55908203125
335872,0.543212890625
339968,0.575439453125
344064,0.52978515625
348160,0.591552734375
352256,0.5791015625
356352,0.564697265625
360448,0.533447265625
364544,0.47119140625
368640,0.549072265625
372736,0.569580078125
376832,0.509033203125
380928,0.515869140625
385024,0.5810546875
389120,0.5927734375
393216,0.6875
397312,0.647216796875
401408,0.65380859375
405504,0.592529296875
409600,0.602294921875
413696,0.55615234375
417792,0.511962890625
421888,0.6044921875
425984,0.676025390625
430080,0.627197265625
434176,0.607421875
438272,0.624267578125
442368,0.62158203125
446464,0.65087890625
450560,0.736572265625
454656,0.74365234375
458752,0.667724609375
462848,0.716064453125
466944,0.7333984375
471040,0.567138671875
475136,0.708251953125
479232,0.858642578125
483328,0.844482421875
487424,0.6494140625
491520,0.62841796875
495616,0.59765625
499712,0.50537109375
503808,0.585693359375
507904,0.656005859375
512000,0.572021484375
516096,0.6201171875
520192,0.72509765625
524288,0.77490234375
528384,0.650634765625
532480,0.61474609375
536576,0.6162109375
540672,0.59912109375
544768,0.63037109375
548864,0.68017578125
552960,0.64599609375
557056,0.683837890625
561152,0.68896484375
565248,0.648193359375
569344,0.665283203125
573440,0.69775390625
577536,0.665283203125
581632,0.60693359375
585728,0.555419921875
589824,0.625732421875
593920,0.791259765625
598016,0.8212890625
602112,0.9091796875
606208,0.924072265625
610304,0.818115234375
614400,0.740478515625
618496,0.873046875
622592,0.848876953125
626688,0.83837890625
630784,0.84326171875
634880,0.948486328125
638976,0.94873046875
643072,0.837890625
647168,0.794677734375
651264,0.873046875
655360,1.0146484375
659456,1.060302734375
663552,1.012939453125
667648,0.906982421875
671744,0.89013671875
675840,0.99951171875
679936,0.9716796875
684032,0.860595703125
688128,0.87890625
692224,1.01708984375
696320,1.05712890625
700416,0.9833984375
704512,0.90185546875
708608,1.01904296875
712704,0.989501953125
716800,1.031494140625
720896,1.1708984375
724992,1.132080078125
729088,1.0673828125
733184,1.10107421875
737280,1.077392578125
741376,0.955322265625
745472,1.00927734375
749568,0.888916015625
753664,0.967529296875
